Wall time,Step,Value
1657966026.5251606,50,0.7791428565979004
1657966047.367351,51,0.7913333177566528
1657966068.3372376,52,0.8059999942779541
1657966089.2552245,53,0.811904788017273
1657966110.20699,54,0.8154285550117493
1657966131.2326343,55,0.8232380747795105
1657966152.253827,56,0.8326666951179504
1657966173.279083,57,0.8373333215713501
1657966194.3540657,58,0.8512380719184875
1657966215.421791,59,0.8517143130302429
1657966236.5910842,60,0.8654285669326782
1657966257.7605934,61,0.8714285492897034
1657966278.980583,62,0.867904782295227
1657966300.1624815,63,0.882190465927124
1657966321.3674605,64,0.8868571519851685
1657966342.5935402,65,0.8922857046127319
1657966363.8530903,66,0.8983809351921082
1657966384.6522696,67,0.9036190509796143
1657966405.4113195,68,0.9104762077331543
1657966426.2088094,69,0.9139999747276306
