Wall time,Step,Value
1657963496.77667,40,0.7535238265991211
1657963517.6910791,41,0.7724761962890625
1657963538.6306975,42,0.7775238156318665
1657963559.5703592,43,0.7833333611488342
1657963580.5524857,44,0.7919047474861145
1657963601.5119143,45,0.7944762110710144
1657963622.503619,46,0.801809549331665
1657963643.5048606,47,0.8040952086448669
1657963664.6016037,48,0.8170475959777832
1657963685.7004905,49,0.8221904635429382
1657963706.8117533,50,0.8310475945472717
1657963727.9257421,51,0.8284761905670166
1657963749.0778708,52,0.8335238099098206
1657963770.2359717,53,0.8419047594070435
1657963791.4553907,54,0.8567619323730469
1657963812.7530303,55,0.854285717010498
1657963834.223541,56,0.861047625541687
1657963855.590984,57,0.8619047403335571
1657963876.8843627,58,0.8715237975120544
1657963898.3791392,59,0.880476176738739
