Wall time,Step,Value
1657883991.383453,0,1.8612016439437866
1657884050.0757525,1,1.6223982572555542
1657884108.9358268,2,1.5506149530410767
1657884167.8674176,3,1.5012264251708984
1657884226.810394,4,1.4620671272277832
1657884285.983518,5,1.427020788192749
1657884345.902548,6,1.404737949371338
1657884405.5575716,7,1.3869670629501343
1657884465.3130395,8,1.3612037897109985
1657884524.9711368,9,1.3457140922546387
1657884584.4652646,10,1.3291727304458618
1657884644.0686202,11,1.3033002614974976
1657884703.7429407,12,1.3019152879714966
1657884763.6064866,13,1.2795910835266113
1657884823.8109784,14,1.2640324831008911
1657884884.0374956,15,1.2462131977081299
1657884943.7689562,16,1.2243232727050781
1657885003.0896714,17,1.207975149154663
1657885062.4425592,18,1.191976547241211
1657885121.9779327,19,1.1822153329849243
1657885181.8567288,20,1.16000235080719
1657885241.223863,21,1.1452327966690063
1657885300.6266208,22,1.1294302940368652
1657885359.7579277,23,1.1121121644973755
1657885418.9592516,24,1.0967721939086914
1657885477.9628756,25,1.0764943361282349
1657885537.4014285,26,1.0602751970291138
1657885596.212113,27,1.0465008020401
1657885655.1050277,28,1.0268040895462036
1657885713.8362834,29,1.0100910663604736
1657885772.3260567,30,0.9957553148269653
1657885830.773063,31,0.9771691560745239
1657885889.2007866,32,0.9597605466842651
1657885947.902374,33,0.9469321966171265
1657886007.03012,34,0.9294975399971008
1657886065.9231474,35,0.9085466861724854
1657886125.2216902,36,0.8970535397529602
1657886184.2955704,37,0.8742547631263733
1657886243.4069772,38,0.8608093857765198
1657886302.5749109,39,0.8443088531494141
1657886361.889857,40,0.827660858631134
1657886421.0923936,41,0.8100019693374634
1657886480.447866,42,0.7962957620620728
1657886539.9462016,43,0.7732419967651367
1657886599.5083113,44,0.7587990760803223
1657886659.0503616,45,0.7397335767745972
1657886718.8121831,46,0.723675549030304
1657886778.5288596,47,0.7063615918159485
1657886838.1911297,48,0.6915788054466248
1657886897.9182105,49,0.6722248196601868
1657886957.6078641,50,0.656090497970581
1657887017.3915021,51,0.6464331746101379
1657887077.3086052,52,0.625396192073822
1657887137.1932802,53,0.6091886162757874
1657887196.8567123,54,0.5941001176834106
1657887256.6577148,55,0.5766298770904541
1657887316.4667735,56,0.5578765869140625
1657887376.3156295,57,0.5467543601989746
1657887436.1948197,58,0.5253112316131592
1657887496.116256,59,0.5112444162368774
1657887555.9529648,60,0.4943685829639435
1657887614.6527345,61,0.48856499791145325
1657887673.2973654,62,0.47284653782844543
1657887731.8514605,63,0.45228448510169983
1657887790.443244,64,0.44256365299224854
1657887849.003815,65,0.42768749594688416
1657887907.580955,66,0.4118768274784088
1657887966.0828881,67,0.398723840713501
1657888024.615253,68,0.38781338930130005
1657888083.1536613,69,0.3719015419483185
1657888141.7028816,70,0.35788705945014954
1657888200.1435416,71,0.3417758047580719
1657888258.4873643,72,0.33331364393234253
1657888316.8385444,73,0.3124973773956299
1657888375.1513112,74,0.3120686113834381
1657888433.5065339,75,0.29162898659706116
1657888491.7619023,76,0.28190940618515015
1657888550.8814332,77,0.2676578164100647
1657888610.1086805,78,0.2624155580997467
1657888669.3845296,79,0.24995824694633484
1657888728.832605,80,0.23649050295352936
1657888788.1720586,81,0.23481152951717377
1657888847.4718711,82,0.2198687493801117
1657888905.9787583,83,0.21204420924186707
1657888964.2177382,84,0.2058769166469574
1657889022.3878503,85,0.20301102101802826
1657889080.575195,86,0.1886196732521057
1657889138.791601,87,0.18041229248046875
1657889196.9320488,88,0.1738050878047943
1657889255.5504103,89,0.16927993297576904
1657889313.7734795,90,0.16006049513816833
1657889372.296567,91,0.15407834947109222
1657889430.3889618,92,0.14937978982925415
1657889488.4380553,93,0.13953140377998352
1657889546.4696343,94,0.13989190757274628
1657889604.5532856,95,0.12948530912399292
1657889663.4869523,96,0.12670192122459412
1657889722.4331834,97,0.12112977355718613
1657889781.4497964,98,0.11647575348615646
1657889840.490594,99,0.11623213440179825
1657889899.761322,100,0.10180403292179108
1657889958.8334718,101,0.10083281248807907
1657890017.9153767,102,0.09808826446533203
1657890077.1266778,103,0.09478185325860977
